来源平台,店铺,商品标题,价格,评论人,评价星级,评价内容,评论时间,商品属性,商品ID,点赞/有用数,追评内容,追评时间,好评度,评价关键词,评论类型
京东,COACH蔻驰官方旗舰店,COACH蔻驰经典标志帆布TABBY 26号单肩包女轻奢手提斜挎包,2124,何**阳,4星,背了两个星期了皮质越用越软越自然尺寸大小也很合适，日常出门放手机钱包钥匙还有一些小东西完全够用。,2025/7/8,颜色:奶茶色,740871652952,29.0,,,好评,"百搭好看,五金精致,皮质好",默认评价
京东,adidas官方旗舰店,adidas阿迪达斯三叶草运动长裤女宽松束脚休闲卫裤,311,7**5,4星,物流超级快昨天下单今天就收到了，拆开包装没有异味直接穿上了，大小正合适。,2026/2/5,颜色:白色;尺码:L,811688205952,,穿了好几次了来追评一下洗过以后没怎么掉色，这个质量对得起价格。,2026/2/11,好评,"显气质,纯棉透气,百搭好穿",默认评价
京东,雅鹿官方旗舰店,雅鹿羽绒马甲男女同款轻薄保暖内胆背心秋冬,182,1**7,5星,保暖内衣贴身穿很暖和德绒的材质确实跟普通的秋衣不一样，又薄又保暖而且不显臃肿。,2026/6/13,颜色:军绿;尺码:XL,123216355314,,,,好评,"面料好,不掉色,保暖好",追加评论
京东,史努比官方旗舰店,史努比帆布鞋男女同款百搭低帮休闲鞋,86,匿名买家,4星,穿了差不多一个月了才来评价鞋底基本上没有什么磨损，防滑做得相当好下雨天走在瓷砖上也不滑。,2026/1/17,颜色:灰蓝;尺码:43,818852785270,,,,好评,"尺码标准,百搭,防滑耐磨",追加评论
京东,FILA旗舰店,FILA斐乐官方男子运动鞋2026夏季新款透气网面休闲跑步鞋,593,匿名买家,4星,之前一直穿别的牌子这次换这个试了一次就回不去了，同样的价位这个舒适度明显高出一截。,2026/6/22,颜色:深黑;尺码:41,701759588274,57.0,,,好评,"舒适透气,缓震好,防滑耐磨",追加评论
京东,海澜之家旗舰店,海澜之家卫衣男春秋款加绒圆领宽松休闲套头衫,210,9**1,5星,款式很时尚跟广告图里一模一样，朋友看了都问我在哪买的。,2025/7/7,颜色:黑色;尺码:XL,861099754273,,,,好评,"显气质,纯棉透气,面料舒适",默认评价
京东,李宁旗舰店,李宁中国李宁卫衣男女同款宽松潮流刺绣圆领套头衫,328,匿名买家,4星,款式设计还不错但领口的标签有点扎，我把标签拆掉以后就好多了。,2025/7/28,颜色:黑色;尺码:XL,216590554528,54.0,,,中评,"纯棉透气,做工好,百搭好穿",默认评价
京东,雅鹿官方旗舰店,雅鹿枕头记忆棉慢回弹护颈椎助睡眠单人枕芯,140,9***j,4星,被子面料亲肤不扎人不用套被套直接盖都可以，而且很蓬松盖在身上感觉像是被云朵包住了。,2025/10/14,颜色:灰色;尺码:XXL,448565342378,,,,好评,"不掉色,性价比高,保暖好",有图评价
京东,海澜之家旗舰店,海澜之家休闲长裤男2026夏季薄款免烫直筒修身西裤,178,v***j,4星,手感真的很好摸起来软软的但又不会松松垮垮，洗了两次版型还是一样挺括。,2025/10/24,颜色:藏蓝;尺码:XXL,218440034400,,,,好评,"纯棉透气,百搭好穿,做工好",追加评论
京东,中国黄金旗舰店,中国黄金5G黄金吊坠女款幸运四叶草999足金项链吊坠,2429,高**雪,4星,吊坠的小蛮腰设计非常有立体感链子虽然不是特别粗但戴在脖子上刚刚好，不显得张扬又有精致感。,2026/4/19,重量:约3g;材质:5G黄金,438826296783,,,,好评,"有证书,款式大方,足金999",有图评价
京东,adidas官方旗舰店,adidas阿迪达斯4DFWD 2高科技网格结构跑鞋男,1683,8***s,5星,给老爸买的散步鞋他穿上说很轻很舒服，鞋底软但是有支撑老年人穿着走走路非常合适。,2026/6/13,颜色:纯白;尺码:40,523294745319,33.0,,,好评,"防滑耐磨,百搭,尺码标准",默认评价
京东,史努比官方旗舰店,史努比联名T恤男女同款夏季纯棉短袖动漫印花上衣,144,匿名买家,1星,扣子洗了一次就掉了一个线头到处都是，口袋的地方缝得歪歪扭扭的品控水平像是小作坊出来的。,2025/10/11,颜色:黑色;尺码:XL,897540109644,,,,差评,"做工好,纯棉透气,面料舒适",默认评价
京东,adidas官方旗舰店,adidas阿迪达斯三叶草运动长裤女宽松束脚休闲卫裤,437,6***e,5星,物流超级快昨天下单今天就收到了，拆开包装没有异味直接穿上了，大小正合适。,2026/5/12,颜色:卡其;尺码:L,541544290165,37.0,,,好评,"纯棉透气,显气质,面料舒适",默认评价
京东,雅鹿官方旗舰店,雅鹿四件套纯棉100%全棉床上用品床单被套被罩,166,匿名买家,5星,被子的边角做工很细致绗缝非常均匀没有跳线和漏针的现象，被芯也不会在里面乱跑。,2025/8/24,颜色:酒红;尺码:M,245598178807,,,,好评,"面料好,不掉色,性价比高",有图评价
京东,雅鹿官方旗舰店,雅鹿大豆纤维被冬被加厚保暖被芯双人春秋被子,250,匿名买家,5星,保暖内衣洗了几次了没有起球弹性保持得不错，穿了一个冬天还是跟新买的时候差不多。,2025/9/12,颜色:藏青;尺码:XL,500986058733,,,,好评,"不掉色,做工精细,性价比高",默认评价
京东,安踏旗舰店,安踏运动短裤女2026夏季新款速干宽松透气健身五分裤,99,匿名买家,4星,回购了好几件了家里大人小孩都穿这个牌子，品质一向稳定。,2025/7/25,颜色:灰色;尺码:M,612088657499,,,,好评,"面料舒适,做工好,显气质",默认评价
京东,adidas官方旗舰店,adidas阿迪达斯速干运动短裤男夏季透气宽松健身五分裤,182,9***n,5星,贴身穿很舒服皮肤没有不适感，透气性在夏天表现突出，出汗以后也很快就干了。,2025/9/4,颜色:灰色;尺码:M,428065684303,45.0,,,好评,"面料舒适,百搭好穿,纯棉透气",默认评价
京东,雅鹿官方旗舰店,雅鹿羽绒服女中长款加厚2026新款过膝连帽大毛领取暖外套,594,4**9,2星,四件套洗了一次以后严重缩水床单套上去短了一截，被子套进去也紧得不行完全没法正常用。,2026/3/26,颜色:灰色;尺码:XXL,121966248355,,,,差评,"面料好,不掉色,保暖好",有图评价
京东,史努比官方旗舰店,史努比睡衣男女同款纯棉长袖春秋家居服套装,160,张**琪,4星,在店里看过同款的要贵一百多块钱，网上下单隔天就到了，衣服质量和专柜的一样好，棉料非常亲肤柔软。,2025/7/30,颜色:黑色;尺码:XL,180176452215,,,,好评,"纯棉透气,做工好,百搭好穿",默认评价
京东,中国黄金旗舰店,中国黄金黄金手链女款竹节链百搭细款足金手饰,1691,3***t,5星,戒指活口的设计很人性化可以根据手指粗细自由调节松紧度，戴上去贴合舒适不会晃动。,2025/8/31,重量:约5g;材质:足金999,453898415942,,,,好评,"足金999,有证书,克重足",有图评价
京东,adidas官方旗舰店,adidas阿迪达斯4DFWD 2高科技网格结构跑鞋男,1028,f***q,5星,鞋后跟不磨脚这一点太重要了，穿新鞋第一天上脚跑了一圈一点不适感都没有。,2026/2/25,颜色:深黑;尺码:41,429871343559,,,,好评,"缓震好,百搭,舒适透气",默认评价
京东,巴拉巴拉品牌官方旗舰店,巴拉巴拉女童防晒帽夏季遮阳帽UV防护儿童渔夫帽,42,w***p,5星,做工细致面料针脚密实均匀，领口袖口都有包边处理，穿了一个多月没有开线的地方。,2025/11/6,颜色:白色;尺码:L,484586921817,18.0,,,好评,"纯棉透气,显气质,百搭好穿",默认评价
京东,海澜之家旗舰店,海澜之家卫衣男春秋款加绒圆领宽松休闲套头衫,182,郑**铭,5星,做工细致面料针脚密实均匀，领口袖口都有包边处理，穿了一个多月没有开线的地方。,2025/11/23,颜色:黑色;尺码:XL,148022131215,,,,好评,"纯棉透气,显气质,面料舒适",有图评价
京东,雅鹿官方旗舰店,雅鹿大豆纤维被冬被加厚保暖被芯双人春秋被子,288,郑**晴,4星,床单被罩的花色跟图片完全一致没有偏色，铺在床上整个卧室的氛围都提升了做工方面也没有毛刺。,2026/6/20,颜色:酒红;尺码:M,143718954471,51.0,,,好评,"面料好,不掉色,做工精细",默认评价
京东,史努比官方旗舰店,史努比儿童防晒帽夏季遮阳帽UPF50+户外渔夫帽,50,7***b,3星,整体还行吧和描述的基本上一致，不过面料没有想象中那么厚实，春秋穿还行冬天估计得里面加衣服才行。,2025/11/20,颜色:藏蓝;尺码:XXL,709721363206,12.0,,,中评,"纯棉透气,百搭好穿,显气质",默认评价
京东,海澜之家旗舰店,海澜之家牛仔裤男2026新款弹力修身直筒百搭长裤,197,陈**婷,4星,洗过好几次了也没有变形，颜色还是很鲜艳没有泛白的迹象，质量确实过硬。,2025/8/4,颜色:灰色;尺码:M,487686185179,43.0,,,好评,"做工好,显气质,面料舒适",默认评价
京东,李宁旗舰店,李宁超轻21代男鞋2026新款夏季透气超轻跑鞋运动鞋,454,i***c,5星,透气性确实没话说这两天三十几度穿出去脚也没有出汗的湿滑感，鞋垫也很厚实踩着软绵绵的。,2026/4/13,颜色:纯白;尺码:40,662681978081,54.0,,,好评,"防滑耐磨,尺码标准,舒适透气",有图评价
京东,海澜之家旗舰店,海澜之家卫衣男春秋款加绒圆领宽松休闲套头衫,210,9**1,5星,款式很时尚跟广告图里一模一样，朋友看了都问我在哪买的。,2025/7/7,颜色:黑色;尺码:XL,861099754273,,,,好评,"显气质,纯棉透气,面料舒适",默认评价
京东,史努比官方旗舰店,史努比睡衣男女同款纯棉长袖春秋家居服套装,203,c***h,5星,款式很时尚跟广告图里一模一样，朋友看了都问我在哪买的。,2026/5/14,颜色:白色;尺码:L,400159052105,,,,好评,"纯棉透气,面料舒适,百搭好穿",追加评论
京东,巴拉巴拉品牌官方旗舰店,巴拉巴拉儿童防晒衣轻薄透气防紫外线户外亲子外套,90,刘**文,5星,做工细致针脚密实，孩子穿了快一个月了天天要穿这件，洗了不知道多少次还是好好的。,2025/7/6,颜色:白色;尺码:110cm,327930661297,,,,好评,"孩子喜欢,A类面料,穿着舒适",默认评价
京东,李宁旗舰店,李宁赤兔7代女子跑鞋2026新款轻质缓震耐磨训练鞋,312,6**6,5星,配色比图片上还要好看鞋型显脚瘦搭配牛仔裤和运动裤都很好看，朋友看到了也问我在哪里买的。,2026/1/10,颜色:灰蓝;尺码:43,632921367199,,,,好评,"防滑耐磨,缓震好,舒适透气",默认评价
京东,中国黄金旗舰店,中国黄金足金黄金耳钉女款小巧精致花朵造型金耳饰,1277,o***o,5星,包装盒很精致送礼很体面金条上面刻字也很清晰，以后投资攒金就认定这家店了。,2026/6/29,重量:约3g;材质:5G黄金,796815682157,34.0,,,好评,"足金999,做工精致,有证书",默认评价
京东,巴拉巴拉品牌官方旗舰店,巴拉巴拉男童运动裤夏季薄款宽松休闲长裤,81,马**睿,4星,整体还行吧和描述的基本上一致，不过面料没有想象中那么厚实，春秋穿还行冬天估计得里面加衣服才行。,2025/8/27,颜色:绿色;尺码:140cm,914994136012,53.0,,,中评,"穿着舒适,做工精致,孩子喜欢",默认评价
京东,巴拉巴拉品牌官方旗舰店,巴拉巴拉女童防晒帽夏季遮阳帽UV防护儿童渔夫帽,30,5***m,2星,尺码严重偏小按平时穿的码数买的套上去像紧身衣一样，洗过以后更没有弹性了直接穿不了了。,2026/4/29,颜色:黑色;尺码:XL,521976080215,,,,差评,"百搭好穿,做工好,纯棉透气",默认评价
京东,adidas官方旗舰店,adidas阿迪达斯4DFWD 2高科技网格结构跑鞋男,1497,z***k,5星,鞋后跟不磨脚这一点太重要了，穿新鞋第一天上脚跑了一圈一点不适感都没有。,2026/1/15,颜色:深黑;尺码:41,605952051759,54.0,,,好评,"尺码标准,防滑耐磨,百搭",有图评价
京东,adidas官方旗舰店,adidas阿迪达斯NMD_R1经典男女情侣款休闲运动鞋,569,f***z,5星,之前一直穿别的牌子这次换这个试了一次就回不去了，同样的价位这个舒适度明显高出一截。,2026/3/10,颜色:深黑;尺码:41,969684628673,48.0,,,好评,"尺码标准,百搭,防滑耐磨",默认评价
京东,COACH蔻驰官方旗舰店,COACH蔻驰经典标志帆布托特包女大容量通勤单肩手提包,1999,匿名买家,5星,容量非常实用放了伞化妆包手机和钱包还有空间，通勤和周末逛街背着都很方便可以说是一步到位了。,2025/10/5,颜色:奶茶色,383859160113,,,,好评,"百搭好看,五金精致,皮质好",追加评论
京东,安踏旗舰店,安踏水花6代篮球鞋男夏季透气低帮实战球鞋防滑耐磨,494,6**0,5星,这已经是我第三次回购这个系列了穿坏了就买新的，说明我是真的认可这个脚感和质量。,2025/9/27,颜色:灰蓝;尺码:43,584655682333,13.0,,,好评,"缓震好,百搭,防滑耐磨",追加评论
京东,FILA旗舰店,FILA斐乐连帽卫衣男女同款春秋加绒宽松情侣款,608,匿名买家,5星,趁着活动买的比平时便宜了好几十块钱，质量一点没打折扣，棉质手感非常柔软细腻。,2025/12/12,颜色:藏蓝;尺码:XXL,103717140403,10.0,,,好评,"纯棉透气,做工好,面料舒适",有图评价
京东,巴拉巴拉品牌官方旗舰店,巴拉巴拉儿童防晒衣轻薄透气防紫外线户外亲子外套,53,q***z,5星,做工细致针脚密实，孩子穿了快一个月了天天要穿这件，洗了不知道多少次还是好好的。,2026/4/10,颜色:粉色;尺码:120cm,640778734491,,,,好评,"孩子喜欢,纯棉柔软,穿着舒适",追加评论
京东,李宁旗舰店,李宁驭帅Evolution低帮篮球鞋男专业实战防滑透气耐磨,721,朱**瑶,5星,穿上走了一圈感觉鞋底的回弹是真的好每一步踩下去都有明显的反馈，而且网面在夏天穿完全不闷脚。,2026/5/10,颜色:黑白;尺码:42,744354424150,,,,好评,"缓震好,尺码标准,舒适透气",默认评价
京东,雅鹿官方旗舰店,雅鹿羽绒马甲男女同款轻薄保暖内胆背心秋冬,179,5**6,5星,羽绒服虽然是短款的但是充绒量很足，袖子和领口都有收口设计防风效果很好适合北方的初冬。,2025/9/14,颜色:卡其;尺码:L,711377855572,,,,好评,"保暖好,做工精细,不掉色",默认评价
京东,adidas官方旗舰店,adidas阿迪达斯运动短袖T恤男夏季新款速干透气跑步上衣,201,4**8,5星,贴身穿很舒服皮肤没有不适感，透气性在夏天表现突出，出汗以后也很快就干了。,2025/8/9,颜色:黑色;尺码:XL,165247636960,16.0,,,好评,"做工好,显气质,面料舒适",追加评论
京东,巴拉巴拉品牌官方旗舰店,巴拉巴拉男童短袖T恤2026夏季新款纯棉透气百搭上衣,44,4***i,5星,女儿穿上高兴得在客厅转了好几圈，说她是班里最好看的小朋友，料子很软很亲肤，孩子皮肤嫩完全没问题。,2025/8/21,颜色:蓝色;尺码:130cm,869612379088,14.0,,,好评,"穿着舒适,纯棉柔软,做工精致",有图评价
京东,COACH蔻驰官方旗舰店,COACH蔻驰经典标志帆布TABBY 26号单肩包女轻奢手提斜挎包,4123,f***z,5星,这款包的设计非常百搭能装又能凹造型，无论是搭配休闲装还是偏正式的着装都不会显得突兀。,2026/3/28,颜色:黑色,954573710783,,,,好评,"皮质好,五金精致,百搭好看",追加评论
京东,史努比官方旗舰店,史努比睡衣男女同款纯棉长袖春秋家居服套装,218,匿名买家,5星,第二次买了，上一件穿了一个夏天洗了无数次还是好好的，这次又买了一件换着穿。,2026/2/23,颜色:黑色;尺码:XL,261813081599,,,,好评,"面料舒适,做工好,纯棉透气",默认评价
京东,李宁旗舰店,李宁驭帅Evolution低帮篮球鞋男专业实战防滑透气耐磨,766,1**1,5星,之前一直穿别的牌子这次换这个试了一次就回不去了，同样的价位这个舒适度明显高出一截。,2025/7/13,颜色:白红;尺码:39,343711748452,,,,好评,"舒适透气,缓震好,尺码标准",有图评价
京东,李宁旗舰店,李宁赤兔7代女子跑鞋2026新款轻质缓震耐磨训练鞋,281,匿名买家,4星,这双鞋比我预想的要轻很多上脚几乎没有负重感，跑了五公里下来膝盖也没有之前那么酸痛了。,2026/5/15,颜色:深黑;尺码:41,806870203014,31.0,,,好评,"尺码标准,百搭,缓震好",默认评价
京东,中国黄金旗舰店,中国黄金足金转运珠手链女款本命年红绳编手串,296,4***g,5星,镯子的古法工艺做得非常精致打磨得很光滑戴在手腕上很舒适，克重足还附带了国检证书买得很放心。,2025/7/4,重量:约8g;材质:足金999,257247226046,59.0,,,好评,"克重足,款式大方,做工精致",有图评价
京东,COACH蔻驰官方旗舰店,COACH蔻驰手表女经典小绿表石英机芯防水时尚女士腕表,1220,9***k,3星,款式确实好看但表盘比想象中小了一圈手腕粗的人戴着可能不太明显。,2025/12/10,颜色:绿表盘+棕色表带,814781876597,,,,中评,"正品,走时准确,做工精致",默认评价
京东,FILA旗舰店,FILA斐乐运动短裤女2026夏季新款轻薄透气宽松休闲五分裤,378,f***i,5星,洗过好几次了也没有变形，颜色还是很鲜艳没有泛白的迹象，质量确实过硬。,2026/3/25,颜色:藏蓝;尺码:XXL,740669719707,30.0,,,好评,"百搭好穿,面料舒适,做工好",有图评价
京东,FILA旗舰店,FILA斐乐渔夫帽男女夏季遮阳帽户外百搭防晒太阳帽,175,刘**浩,5星,第二次买了，上一件穿了一个夏天洗了无数次还是好好的，这次又买了一件换着穿。,2026/3/8,颜色:白色;尺码:L,602587887656,,,,好评,"显气质,面料舒适,做工好",追加评论
京东,巴拉巴拉品牌官方旗舰店,巴拉巴拉男童运动裤夏季薄款宽松休闲长裤,84,匿名买家,5星,女儿穿上高兴得在客厅转了好几圈，说她是班里最好看的小朋友，料子很软很亲肤，孩子皮肤嫩完全没问题。,2025/7/12,颜色:白色;尺码:110cm,264223925737,,,,好评,"穿着舒适,A类面料,做工精致",默认评价
京东,海澜之家旗舰店,海澜之家衬衫男长袖春秋纯棉商务正装免烫抗皱白衬衣,230,y***w,4星,第二次买了，上一件穿了一个夏天洗了无数次还是好好的，这次又买了一件换着穿。,2025/8/23,颜色:白色;尺码:L,497563894786,2.0,,,好评,"百搭好穿,显气质,做工好",默认评价
京东,巴拉巴拉品牌官方旗舰店,巴拉巴拉女童打底裤纯棉A类婴幼儿安全舒适九分裤,65,2***o,5星,做工细致针脚密实，孩子穿了快一个月了天天要穿这件，洗了不知道多少次还是好好的。,2026/3/17,颜色:蓝色;尺码:130cm,939866188036,,,,好评,"纯棉柔软,穿着舒适,孩子喜欢",默认评价
京东,海澜之家旗舰店,海澜之家休闲长裤男2026夏季薄款免烫直筒修身西裤,222,f***u,4星,收到以后发现颜色比图片上稍微暗了一点，不过上身效果还行就留着穿了，懒得退了来回折腾。,2025/7/22,颜色:灰色;尺码:M,126056588091,,,,中评,"做工好,面料舒适,百搭好穿",默认评价
京东,中国黄金旗舰店,中国黄金黄金手链女款竹节链百搭细款足金手饰,1633,1**4,4星,手链的竹节工艺每一节都打磨得很圆润戴了两个月了还是跟新的一样亮，洗澡的时候也不摘完全没问题。,2025/7/27,重量:约5g;材质:足金999,832559924386,18.0,,,好评,"有证书,足金999,款式大方",有图评价
京东,adidas官方旗舰店,adidas阿迪达斯运动短袖T恤男夏季新款速干透气跑步上衣,161,朱**然,3星,穿了一个月左右袖口那里有点起毛球了其他地方倒还好，可能跟活动量大也有关系。,2025/10/20,颜色:白色;尺码:L,339489906293,,,,中评,"显气质,百搭好穿,面料舒适",默认评价
京东,史努比官方旗舰店,史努比保温杯316不锈钢男女款大容量便携水杯,90,匿名买家,5星,杯子颜值很高拿在手里很有质感，容量也大放在办公室用刚好不用频繁去接水了。,2025/9/28,颜色:白色;容量:500ml,824773499069,,,,好评,"容量大,颜值高,316不锈钢",默认评价
京东,李宁旗舰店,李宁运动长裤男夏季薄款透气束脚跑步休闲卫裤,249,6**8,4星,这家的版型很好不会袖子特别长身子又短，穿上去很精神利落。,2025/7/10,颜色:卡其;尺码:L,260209453782,,,,好评,"显气质,百搭好穿,做工好",默认评价
京东,安踏旗舰店,安踏运动长裤男夏季薄款透气速干束脚卫裤,132,5**8,2星,衣服收到的时候上面有不明的污渍痕迹怀疑是别人退过的又重新发货了，客服处理态度也不太好。,2026/5/26,颜色:卡其;尺码:L,861104294171,49.0,,,差评,"显气质,做工好,面料舒适",默认评价
京东,adidas官方旗舰店,adidas阿迪达斯NMD_R1经典男女情侣款休闲运动鞋,846,孙**燕,4星,买回来穿了几天就发现鞋底的纹路磨损得比想象中快，防滑性能倒是还在但耐磨这一块有待加强。,2025/10/25,颜色:黑白;尺码:42,318130316986,,,,中评,"尺码标准,缓震好,防滑耐磨",默认评价
京东,COACH蔻驰官方旗舰店,COACH蔻驰太阳镜女圆框偏光墨镜时尚复古防紫外线,1416,匿名买家,4星,和专柜试戴的质感一模一样镜盒也很有质感，夏天开车出门必备太实用了。,2026/2/13,颜色:玳瑁色,448783114660,38.0,戴了一个多月镜片没有任何划痕镜架也没有变形现在天天开车戴。,2026/2/20,好评,"镜框精致,戴起来好看,正品",有图评价
京东,李宁旗舰店,李宁驭帅Evolution低帮篮球鞋男专业实战防滑透气耐磨,415,匿名买家,5星,鞋底软硬适中不会太软没了支撑也不会太硬硌脚，踩下去弹性反馈很及时走长路脚也不酸。,2026/3/9,颜色:灰蓝;尺码:43,723725404962,,,,好评,"缓震好,百搭,尺码标准",默认评价
京东,海澜之家旗舰店,海澜之家休闲长裤男2026夏季薄款免烫直筒修身西裤,231,罗**悦,4星,料子很厚实但穿在身上不显得臃肿剪裁合身，活动起来灵活自如不受限制。,2025/9/29,颜色:卡其;尺码:L,588825493996,,,,好评,"百搭好穿,纯棉透气,面料舒适",默认评价
京东,巴拉巴拉品牌官方旗舰店,巴拉巴拉儿童卫衣春秋款加绒保暖圆领套头衫,107,0**2,3星,整体还行吧和描述的基本上一致，不过面料没有想象中那么厚实，春秋穿还行冬天估计得里面加衣服才行。,2025/8/18,颜色:白色;尺码:110cm,576364901514,50.0,,,中评,"A类面料,纯棉柔软,做工精致",有图评价
京东,巴拉巴拉品牌官方旗舰店,巴拉巴拉男童运动裤夏季薄款宽松休闲长裤,70,c***y,2星,尺码严重偏小，按平时穿的码数买的套上去像紧身衣，洗过以后更没有弹性了直接穿不了了。,2026/3/24,颜色:白色;尺码:110cm,540274544907,16.0,穿了快一个月了孩子天天要穿这件说最舒服，洗了不知道多少次了还是好好的。,2026/5/6,差评,"纯棉柔软,穿着舒适,孩子喜欢",追加评论
京东,COACH蔻驰官方旗舰店,COACH蔻驰圆筒包女新款经典老花帆布腋下包手提包,1472,马**龙,1星,拉链用起来不够顺滑每次拉到拐角的地方就会卡住，一开始以为是新包的正常情况但用了两周还是老样子。,2026/3/21,颜色:奶茶色,172697450149,,,,差评,"正品,容量大,五金精致",默认评价
京东,中国黄金旗舰店,中国黄金足金黄金耳钉女款小巧精致花朵造型金耳饰,992,郑**悦,5星,包装盒很精致送礼很体面金条上面刻字也很清晰，以后投资攒金就认定这家店了。,2025/7/4,重量:约8g;材质:足金999,895903839185,58.0,,,好评,"足金999,做工精致,有证书",追加评论
京东,海澜之家旗舰店,海澜之家衬衫男长袖春秋纯棉商务正装免烫抗皱白衬衣,171,4***s,5星,手感真的很好摸起来软软的但又不会松松垮垮，洗了两次版型还是一样挺括。,2026/5/26,颜色:白色;尺码:L,194259333377,,,,好评,"百搭好穿,面料舒适,做工好",追加评论
京东,巴拉巴拉品牌官方旗舰店,巴拉巴拉女童打底裤纯棉A类婴幼儿安全舒适九分裤,35,陈**琳,5星,料子很厚实但穿在身上不显得臃肿剪裁合身，小朋友活动起来灵活自如不受限制。,2025/9/2,颜色:粉色;尺码:120cm,708779044123,40.0,,,好评,"穿着舒适,做工精致,孩子喜欢",默认评价
京东,李宁旗舰店,李宁运动长裤男夏季薄款透气束脚跑步休闲卫裤,281,王**雨,4星,穿了一个月左右袖口那里有点起毛球了其他地方倒还好，可能跟活动量大也有关系。,2025/8/4,颜色:黑色;尺码:XL,187208948251,9.0,,,中评,"纯棉透气,做工好,百搭好穿",默认评价
京东,巴拉巴拉品牌官方旗舰店,巴拉巴拉女童防晒帽夏季遮阳帽UV防护儿童渔夫帽,40,刘**龙,5星,在店里看过同款的要贵一百多块钱，网上下单隔天就到了，衣服质量和专柜的一样好，棉料非常亲肤柔软。,2025/9/28,颜色:灰色;尺码:M,130506051547,,,,好评,"百搭好穿,纯棉透气,面料舒适",默认评价
京东,adidas官方旗舰店,adidas阿迪达斯三叶草运动长裤女宽松束脚休闲卫裤,314,周**龙,3星,穿了一个月左右袖口那里有点起毛球了其他地方倒还好，可能跟活动量大也有关系。,2026/4/16,颜色:黑色;尺码:XL,980665389849,,,,中评,"纯棉透气,做工好,面料舒适",默认评价
京东,COACH蔻驰官方旗舰店,COACH蔻驰女士钱包经典老花长款三折钱包零钱包,618,匿名买家,4星,送老公的生日礼物他特别喜欢，说之前那个旧钱包终于可以退休了，皮子手感很舒服。,2025/8/14,颜色:酒红色,431292535063,53.0,,,好评,"卡位多,做工细致,手感好",有图评价
京东,FILA旗舰店,FILA斐乐圆领短袖T恤男女同款宽松纯棉刺绣logo上衣,314,9***o,4星,手感真的很好摸起来软软的但又不会松松垮垮，洗了两次版型还是一样挺括。,2026/4/19,颜色:黑色;尺码:XL,433307726900,,又洗了两水来追评没有缩水变形，现在有点后悔只买了一件。,2026/6/12,好评,"纯棉透气,百搭好穿,显气质",默认评价
京东,安踏旗舰店,安踏水花6代篮球鞋男夏季透气低帮实战球鞋防滑耐磨,333,匿名买家,5星,鞋子的包裹感做得很好脚在鞋里不会左右滑动，后跟的支撑也到位平时走路和慢跑都能兼顾。,2026/6/12,颜色:深黑;尺码:41,481344975500,20.0,,,好评,"百搭,缓震好,防滑耐磨",默认评价
京东,adidas官方旗舰店,adidas阿迪达斯4DFWD 2高科技网格结构跑鞋男,1213,4**0,5星,鞋底软硬适中不会太软没了支撑也不会太硬硌脚，踩下去弹性反馈很及时走长路脚也不酸。,2025/11/22,颜色:深黑;尺码:41,919187371253,,,,好评,"尺码标准,舒适透气,百搭",默认评价
京东,史努比官方旗舰店,史努比毛绒玩具正版授权史努比公仔抱枕玩偶送女生,62,杨**燕,5星,公仔做工精致表情很还原，摸起来毛茸茸的特别舒服，放在床上每天睡前都要抱一抱。,2026/1/4,款式:经典款;高度:30cm,498621919591,24.0,玩了快一个月了毛还是很蓬松孩子每天抱着睡觉还是原来的样子。,2026/2/8,好评,"孩子喜欢,毛质柔软,正版授权",默认评价
京东,中国黄金旗舰店,中国黄金投资金条10g/20g/50g/100g AU9999,39961,匿名买家,3星,克重是够的验过了没有问题但是尺寸比标注的稍微小了一点，手指偏粗的可能会觉得有点紧。,2025/12/1,重量:约8g;材质:足金999,942955644730,,戴了快一个月没有变色洗澡的时候也没摘下来过完全没问题。,2025/12/25,中评,"有证书,克重足,款式大方",默认评价
京东,COACH蔻驰官方旗舰店,COACH蔻驰太阳镜女圆框偏光墨镜时尚复古防紫外线,1123,9***i,5星,太阳镜的镜片颜色很正戴上看东西很清晰不头晕，镜架轻巧挂在耳朵上一天也不觉得累。,2025/9/27,颜色:黑色,367373970346,16.0,,,好评,"戴起来好看,偏光效果好,百搭",有图评价
京东,安踏旗舰店,安踏运动长裤男夏季薄款透气速干束脚卫裤,220,7**5,4星,穿了一个月左右袖口那里有点起毛球了其他地方倒还好，可能跟活动量大也有关系。,2025/12/27,颜色:黑色;尺码:XL,755539479477,34.0,,,中评,"显气质,面料舒适,百搭好穿",默认评价
京东,雅鹿官方旗舰店,雅鹿羽绒服男短款2026冬季新款轻薄保暖连帽白鸭绒外套,238,陈**晴,4星,羽绒裤穿上去的第一感觉就是轻活动起来完全没有负重感，现在早晚遛弯穿着腿不冷了。,2025/8/29,颜色:灰色;尺码:XXL,935841331648,2.0,,,好评,"性价比高,面料好,不掉色",默认评价
京东,COACH蔻驰官方旗舰店,COACH蔻驰男士双肩包商务旅行背包大容量轻便电脑包,2476,7***r,4星,包的型很挺不会软塌塌的这就是好帆布和普通帆布的区别，五金的拉头刻字也很清晰精致整体品控在线。,2025/10/15,颜色:经典棕,978215788777,48.0,,,好评,"正品,五金精致,百搭好看",默认评价
